,key,datetime,author,caption,hashtags,location,address,x,y
0,https://www.instagram.com/p/CHxA8G5gJKP/,2020-11-19T08:36:13.000Z,jun_in_luv,"제주,셋째날🤟🏻
아침부터 날씨가 너무 좋고,아침뷰에 행복하고💙
삼일째 같은 숙소로 같은 조식...이지만 좋다!
아점을 위해 숙소 주위를 걸어보자 걷다보니 맛집득템!
먹어본 전복죽중에 인생죽!!오징어 젓갈과케미 난리남!!
전복 칼국수는 또 이성을 잃어서..사진은 패스~
먹고 힘내서 감귤체험솨 미니동물원~🐖까지 찍고~
.
.
.
.
#제주#제주여행#가족여행#서귀포#맛집#선채향#전복칼국수#전복죽#인생죽#감귤체험#어린왕자감귤밭#감귤체험#여행스타그램","['제주', '제주여행', '가족여행', '서귀포', '맛집', '선채향', '전복칼국수', '전복죽', '인생죽', '감귤체험', '어린왕자감귤밭', '감귤체험', '여행스타그램']",서귀포시 안덕면,제주특별자치도 서귀포시 안덕면 감산리,126.34893103178686,33.24195298266035
1,https://www.instagram.com/p/CHxA7C5sjeF/,2020-11-19T08:36:05.000Z,iphonegrapher_,빛 들어오는 프레임,,카페세바,제주특별자치도 제주시 조천읍 선흘리 1092,126.705998529696,33.5134052508001
2,https://www.instagram.com/p/CHxA0n9lfzT/,2020-11-19T08:35:12.000Z,uni2136,"🍂🤎🌾
.
.
.

.
.
.
.
.
.
.
.
.
.
#제주#제주도여행#가을제주#제주도#육아일상#남매샷#가족#부모님#여행#육아기록#남매룩#가을#가족여행","['제주', '제주도여행', '가을제주', '제주도', '육아일상', '남매샷', '가족', '부모님', '여행', '육아기록', '남매룩', '가을', '가족여행']",산굼부리,제주특별자치도 제주시 조천읍 교래리 166-2,126.693840600964,33.4325741154168
3,https://www.instagram.com/p/CHxAwm8nMpA/,2020-11-19T08:34:39.000Z,honest_studio_ilsan,신나게 놀았으니 이제 일이란걸 좀 해볼까 합니다:) 어니스트는 새로운 이름과 새로운 장소로 곧 돌아올게요😊 아 근데 좀만 더 놀겠습니다 #제주 #디자인 #포토,"['제주', '디자인', '포토']",푸른섬 제주도,제주특별자치도 서귀포시 표선면 표선리 2919,126.812424476454,33.3079427982969
4,https://www.instagram.com/p/CHxAmjjnXDu/,2020-11-19T08:33:20.000Z,the__cheum,올레시장 근처 이중섭로에 위치한 더채움 아로마샵 입니다. 숙련된 관리사분들이 정성껏 모시겠습니다. 피로한 몸의 피곤을 마사지로 날려드리겠습니다.,,이중섭 거리,제주특별자치도 서귀포시 서귀동 512,126.564181041217,33.245652453492
5,https://www.instagram.com/p/CHw9BOBjbWu/,2020-11-19T08:01:58.000Z,e.yy__,아일렛 딸기크로플 두벙세벙머겅 다들 꼭 꼭꼭이요🍓🥐🤙🍓🥐,,아일렛,제주특별자치도 제주시 이도2동 2003-4,126.535802539367,33.4891004063187
6,https://www.instagram.com/p/CHw41sEjzmu/,2020-11-19T07:25:26.000Z,jeju.301,"#
비오는 목욜이네요~🌧
스테끼 썰러오세요~🍽
#크림함박스테이크
.
.
.
.
.",['크림함박스테이크'],301호,제주특별자치도 제주시 이도이동 1771-17,126.528610970025,33.4993297839417
7,https://www.instagram.com/p/CHwxoKHDkhP/,2020-11-19T06:22:26.000Z,gye_93,[그러므로part.2] 제주 제주시 수목원길 16-14,,그러므로part.2,제주특별자치도 제주시 노형동 128,126.485956399087,33.4685648061968
8,https://www.instagram.com/p/CHxAdPDFGmY/,2020-11-19T08:32:00.000Z,food.man86,"애월오션뷰에
특별한 카레가 잔뜩인곳!^^
맛도 짱짱
😜
.
#jeju #제주도 #제주 #애월맛집 #애월카레 #카레맛집 #제주핫플 #제주도민맛집#짬뽕카레 #제주맛집#제주혼밥맛집 #제주맛집추천 #제주오션뷰맛집 #애월밥집추천#제주도카레 #제주저녁식사#사이카레#제주맛집추천 #제주도맛집#애월저녁식사 #제주맛집추천#애월점심추천#제주혼밥추천#제주시맛집#애월해안도로맛집#제주애월맛집#한림맛집#한담맛집#제주공항맛집#제주혼밥하기좋은곳#애월혼밥#제주점심추천","['jeju', '제주도', '제주', '애월맛집', '애월카레', '카레맛집', '제주핫플', '제주도민맛집', '짬뽕카레', '제주맛집', '제주혼밥맛집', '제주맛집추천', '제주오션뷰맛집', '애월밥집추천', '제주도카레', '제주저녁식사', '사이카레', '제주맛집추천', '제주도맛집', '애월저녁식사', '제주맛집추천', '애월점심추천', '제주혼밥추천', '제주시맛집', '애월해안도로맛집', '제주애월맛집', '한림맛집', '한담맛집', '제주공항맛집', '제주혼밥하기좋은곳', '애월혼밥', '제주점심추천']",사이카레,제주특별자치도 제주시 애월읍 구엄리 509,126.381106668339,33.4842446359284
9,https://www.instagram.com/p/CHxAb17l0Sr/,2020-11-19T08:31:49.000Z,food.man86,"애월오션뷰에
특별한 카레가 잔뜩인곳!^^
맛도 짱짱
😜
.
#jeju #제주도 #제주 #애월맛집 #애월카레 #카레맛집 #제주핫플 #제주도민맛집#짬뽕카레 #제주맛집#제주혼밥맛집 #제주맛집추천 #제주오션뷰맛집 #애월밥집추천#제주도카레 #제주저녁식사#사이카레#제주맛집추천 #제주도맛집#애월저녁식사 #제주맛집추천#애월점심추천#제주혼밥추천#제주시맛집#애월해안도로맛집#제주애월맛집#한림맛집#한담맛집#제주공항맛집#제주혼밥하기좋은곳#애월혼밥#제주점심추천","['jeju', '제주도', '제주', '애월맛집', '애월카레', '카레맛집', '제주핫플', '제주도민맛집', '짬뽕카레', '제주맛집', '제주혼밥맛집', '제주맛집추천', '제주오션뷰맛집', '애월밥집추천', '제주도카레', '제주저녁식사', '사이카레', '제주맛집추천', '제주도맛집', '애월저녁식사', '제주맛집추천', '애월점심추천', '제주혼밥추천', '제주시맛집', '애월해안도로맛집', '제주애월맛집', '한림맛집', '한담맛집', '제주공항맛집', '제주혼밥하기좋은곳', '애월혼밥', '제주점심추천']",제주도 애월읍,제주특별자치도 제주시 애월읍 광령리,126.439341083568,33.4608856490895
